provincia,departamento,rubro,productos,razón social,establecimiento
BUENOS AIRES,open door,FRUTICULTURA/HORTICULTURA,ZAPALLITO,HIGH DOOR S.A.,TALLO VERDE
BUENOS AIRES,alvear,AGRICULTURA,SOJA,KUMAGRO S.A.,LOS PINOS
BUENOS AIRES,alvear,AGRICULTURA,ABONO VERDE,KUMAGRO S.A.,LOS PINOS
BUENOS AIRES,carmen de areco,AGRICULTURA,MAIZ,KUMAGRO S.A.,LA LUCIA II
BUENOS AIRES,chacabuco,AGRICULTURA,MAIZ,KUMAGRO S.A.,MAC GRATH
BUENOS AIRES,chivilcoy,AGRICULTURA,SOJA,KUMAGRO S.A.,LOS PARAISOS
BUENOS AIRES,chivilcoy,AGRICULTURA,MAIZ,KUMAGRO S.A.,LOS PARAISOS
BUENOS AIRES,junin,AGRICULTURA,SOJA,KUMAGRO S.A.,LA BLANQUEADA
BUENOS AIRES,junin,AGRICULTURA,ARVEJA,KUMAGRO S.A.,LA BLANQUEADA
BUENOS AIRES,junin,AGRICULTURA,MAIZ,KUMAGRO S.A.,LA BLANQUEADA
BUENOS AIRES,junin,AGRICULTURA,RESIDUO VEGETAL,KUMAGRO S.A.,LA BLANQUEADA
BUENOS AIRES,mercedes,AGRICULTURA,CENTENO,KUMAGRO S.A.,OJEA
BUENOS AIRES,mercedes,AGRICULTURA,MAIZ PISINGALLO,KUMAGRO S.A.,OJEA
BUENOS AIRES,mercedes,AGRICULTURA,DESCANSO,KUMAGRO S.A.,OJEA
BUENOS AIRES,mercedes,AGRICULTURA,SOJA,KUMAGRO S.A.,OJEA
BUENOS AIRES,coronel suarez,AGRICULTURA/GANADERIA,CEBADA,LA CATALINA SCA,LA CATALINA ORGANICA
BUENOS AIRES,coronel suarez,AGRICULTURA/GANADERIA,TRIGO,LA CATALINA SCA,LA CATALINA ORGANICA
BUENOS AIRES,coronel suarez,AGRICULTURA/GANADERIA,GANADERIA BOVINA,LA CATALINA SCA,LA CATALINA ORGANICA
BUENOS AIRES,puan,GANADERIA,VACAS,LA VENTURA & ASOCIADOS S.A.,LA VENTURA Y LA MARIA SUR
BUENOS AIRES,puan,GANADERIA,TERNERAS,LA VENTURA & ASOCIADOS S.A.,LA VENTURA Y LA MARIA SUR
BUENOS AIRES,puan,GANADERIA,TOROS,LA VENTURA & ASOCIADOS S.A.,LA VENTURA Y LA MARIA SUR
BUENOS AIRES,puan,GANADERIA,VAQUILLONAS,LA VENTURA & ASOCIADOS S.A.,LA VENTURA Y LA MARIA SUR
BUENOS AIRES,puan,GANADERIA,NOVILLOS,LA VENTURA & ASOCIADOS S.A.,LA VENTURA Y LA MARIA SUR
BUENOS AIRES,general alvarado,AGRICULTURA,GIRASOL ALTO OLEICO,LAFONTAINE SILVIA ELENA,LA MADRECITA
BUENOS AIRES,general alvarado,AGRICULTURA,DINKEL,LAFONTAINE SILVIA ELENA,LA MADRECITA
BUENOS AIRES,coronel suarez,AGRICULTURA,ROMERO,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,LAVANDA,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,LAVANDIN,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,OREGANO,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,TOMILLO,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,SALVIA,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,HISOPO,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,MELISA,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,coronel suarez,AGRICULTURA,AJEDREA,LAVANDAS DE LAS SIERRAS S.R.L.,EL PANTANOSO
BUENOS AIRES,adolfo gonzales chaves,AGRICULTURA/GANADERIA,SORGO FORRAJERO,"LIMARDO, RAFAEL OSVALDO",LA SALADA
BUENOS AIRES,adolfo gonzales chaves,AGRICULTURA/GANADERIA,GIRASOL,"LIMARDO, RAFAEL OSVALDO",LA SALADA
BUENOS AIRES,adolfo gonzales chaves,AGRICULTURA/GANADERIA,GANADERIA BOVINA,"LIMARDO, RAFAEL OSVALDO",LA SALADA
BUENOS AIRES,adolfo gonzales chaves,AGRICULTURA/GANADERIA,GANADERIA OVINA,"LIMARDO, RAFAEL OSVALDO",LA SALADA
BUENOS AIRES,monte grande,HORTICULTURA,RUCULA CHINA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,NIRA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,REMNOLACHA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,PACK CHOI,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,REMOLACHA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,BRASSICA CHINENSIS,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,BRASSICA ALBOGLABRA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,BRASSICA JUNCEA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,LECHUGA CHINA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,RUCULA SELVATICA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,APIO CHINO,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,ESPINACA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,CRISANTEMO,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,IPOMOEA AQUATICA,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,monte grande,HORTICULTURA,BRASSICA NAPUS,"LIN, SANTIAGO",SANTIAGO LIN
BUENOS AIRES,rauch,GANADERIA,VACAS,LOVINAC S.A.,TRES MARIAS
BUENOS AIRES,rauch,GANADERIA,TERNERAS,LOVINAC S.A.,TRES MARIAS
BUENOS AIRES,rauch,GANADERIA,TOROS,LOVINAC S.A.,TRES MARIAS
BUENOS AIRES,baradero,AGRICULTURA,PASTURAS,LUIS A. DUCRET Y CIA. S.A.,GARIBALDI
BUENOS AIRES,baradero,AGRICULTURA,MAIZ PISINGALLO,LUIS A. DUCRET Y CIA. S.A.,EL PUESTO
BUENOS AIRES,baradero,AGRICULTURA,DESCANSO,LUIS A. DUCRET Y CIA. S.A.,EL PUESTO
BUENOS AIRES,baradero,AGRICULTURA,GIRASOL ALTO OLEICO,LUIS A. DUCRET Y CIA. S.A.,EL PUESTO
BUENOS AIRES,baradero,AGRICULTURA,CEREALES,LUIS A. DUCRET Y CIA. S.A.,EL RADAR
BUENOS AIRES,puan,APICULTURA,ALZA MELARIA,MAGADAN LOPEZ MAXIMO PEDRO,LA VENTURA - SANTA BENITA
BUENOS AIRES,puan,APICULTURA,COLMENAS,MAGADAN LOPEZ MAXIMO PEDRO,LA VENTURA - SANTA BENITA
BUENOS AIRES,puan,APICULTURA,NUCLEOS,MAGADAN LOPEZ MAXIMO PEDRO,LA VENTURA - SANTA BENITA
BUENOS AIRES,puan,GANADERIA,TOROS,MAGADAN LOPEZ MAXIMO PEDRO,SANTA BENITA
BUENOS AIRES,puan,GANADERIA,VACAS,MAGADAN LOPEZ MAXIMO PEDRO,SANTA BENITA
BUENOS AIRES,puan,GANADERIA,TERNERAS,MAGADAN LOPEZ MAXIMO PEDRO,SANTA BENITA
BUENOS AIRES,puan,GANADERIA,TERNEROS,MAGADAN LOPEZ MAXIMO PEDRO,SANTA BENITA
BUENOS AIRES,pigue,AGRICULTURA,ALFALFA,"MAZAIRA, GUILLERMO A.",CHACRA G Y K
BUENOS AIRES,pigue,AGRICULTURA,TRIGO,"MAZAIRA, GUILLERMO A.",CHACRA G Y K
BUENOS AIRES,pigue,AGRICULTURA,CENTENO,"MAZAIRA, GUILLERMO A.",CHACRA G Y K
BUENOS AIRES,esteban echeverria,AGRICULTURA,HORTALIZAS,MICAELA ANDREA SASAKI,CULTIVOS ORGANICOS SASAKI
BUENOS AIRES,alejandro korn,AGRICULTURA,HORTALIZAS,MIRTA LOPEZ,REDONDEL
BUENOS AIRES,azul,AGRICULTURA,CEREALES,MISKA SA,SAN LUIS
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,MISKA SA,DON GREGORIO
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,MISKA SA,BREIZH
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,MISKA SA,LOS VERDES
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,MISKA SA,CONSTANTIN
BUENOS AIRES,rauch,AGRICULTURA,CEREALES,MISKA SA,LOIZA
BUENOS AIRES,pilar,HORTICULTURA,ZANAHORIA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,CEBOLLA VERDEO,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,REPOLLO,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,LECHUGA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,ACELGA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,PEREJIL,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,RUCULA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,PUERRO,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,NABO,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,AJO,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,ESPINACA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,pilar,HORTICULTURA,RADICHETA,MOA INTERNACIONAL A.C. DE FILOSOFIA Y CULTURA,ZUISENKIO DERQUI
BUENOS AIRES,saavedra,AGRICULTURA,INCULTO,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,saavedra,AGRICULTURA,AVENA,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,saavedra,AGRICULTURA,PASTURAS,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,saavedra,AGRICULTURA,CENTENO,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,saavedra,AGRICULTURA,SORGO,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,saavedra,AGRICULTURA,GIRASOL,NEO ARGENTO SC,LAS TRES NENAS
BUENOS AIRES,carmen de patagones,AGRICULTURA,CEREALES,NOVICK PABLO HORACIO,EL CUADRO DEL VASCO
BUENOS AIRES,carmen de patagones,AGRICULTURA,CEREALES,NOVICK PABLO HORACIO,EL VASQUITO
BUENOS AIRES,vergara,AGRICULTURA,SORGO,"PERASSO, EMILIO CESAR",LA AMELIA
BUENOS AIRES,carmen de areco,AGRICULTURA,SOJA,PETROAGRO S.A.,DON BENEDETTO
BUENOS AIRES,carmen de areco,AGRICULTURA,MAIZ,PETROAGRO S.A.,DON BENEDETTO
BUENOS AIRES,chacabuco,AGRICULTURA,GIRASOL ALTO OLEICO,PETROAGRO S.A.,SAN JUAN
BUENOS AIRES,chacabuco,AGRICULTURA,MAIZ,PETROAGRO S.A.,HURE
BUENOS AIRES,chacabuco,AGRICULTURA,SOJA,PETROAGRO S.A.,SAN CARLOS
BUENOS AIRES,chacabuco,AGRICULTURA,MAIZ,PETROAGRO S.A.,SAN CARLOS
BUENOS AIRES,chivilcoy,AGRICULTURA,MAIZ,PETROAGRO S.A.,LOS VASQUITOS
BUENOS AIRES,chivilcoy,AGRICULTURA,DESCANSO,PETROAGRO S.A.,LOS VASQUITOS
BUENOS AIRES,tres sargentos,AGRICULTURA,SORGO,PETROAGRO S.A.,SIVORI
BUENOS AIRES,tres sargentos,AGRICULTURA,SOJA,PETROAGRO S.A.,SIVORI
BUENOS AIRES,exaltacion de la cruz,AGRICULTURA,HORTICULTURA,"PROVERBIO, JUAN MARIANO",LOTE 111
BUENOS AIRES,exaltacion de la cruz,HORTICULTURA,HORTALIZAS,"PROVERBIO, JUAN MARIANO","PROVERBIO, JUAN MARIANO"
BUENOS AIRES,coronel dorrego,AGRICULTURA/GANADERIA,AVENA,PROVIDENCE SA,LA ISLA
BUENOS AIRES,coronel dorrego,AGRICULTURA/GANADERIA,CENTENO,PROVIDENCE SA,LA ISLA
BUENOS AIRES,coronel dorrego,AGRICULTURA/GANADERIA,GANADERIA BOVINA,PROVIDENCE SA,LA ISLA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,TRIGO,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,AVENA,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,CENTENO,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,CEBADA,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,GIRASOL,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,tres arroyos,AGRICULTURA/GANADERIA,GANADERIA BOVINA,PROVIDENCE SA,SANTA ELENA
BUENOS AIRES,25 de mayo,AGRICULTURA,SOJA,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,25 de mayo,AGRICULTURA,MAIZ,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,25 de mayo,AGRICULTURA,PASTURAS,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,25 de mayo,AGRICULTURA,TRIGO,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,25 de mayo,AGRICULTURA,CEBADA,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,25 de mayo,AGRICULTURA,CAMPO NATURAL,RIVARA S.A.,LAS NUTRIAS
BUENOS AIRES,9 de julio,AGRICULTURA,SOJA,RIVARA S.A.,LA MARTITA
BUENOS AIRES,9 de julio,AGRICULTURA,SORGO,RIVARA S.A.,LA MARTITA
BUENOS AIRES,9 de julio,AGRICULTURA,CAMPO NATURAL,RIVARA S.A.,LA MARTITA
BUENOS AIRES,9 de julio,AGRICULTURA,PASTURAS,RIVARA S.A.,LA MARTITA
BUENOS AIRES,bolivar,AGRICULTURA,MAIZ,RIVARA S.A.,EL FORTIN Y LOS MEDANOS
BUENOS AIRES,bolivar,AGRICULTURA,PASTURAS,RIVARA S.A.,EL FORTIN Y LOS MEDANOS
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,EL FORTIN Y LOS MEDANOS
BUENOS AIRES,bolivar,AGRICULTURA,MAIZ PISINGALLO,RIVARA S.A.,EL FORTIN Y LOS MEDANOS
BUENOS AIRES,bolivar,AGRICULTURA,CAMPO NATURAL,RIVARA S.A.,EL FORTIN Y LOS MEDANOS
BUENOS AIRES,bolivar,AGRICULTURA,DESCANSO,RIVARA S.A.,EL ROSARIO (MANUBI)
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,EL ROSARIO (MANUBI)
BUENOS AIRES,bolivar,AGRICULTURA,MAIZ,RIVARA S.A.,EL ROSARIO (MANUBI)
BUENOS AIRES,bolivar,AGRICULTURA,PASTURAS,RIVARA S.A.,EL ROSARIO (MANUBI)
BUENOS AIRES,bolivar,AGRICULTURA,PASTURAS,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,ABONO VERDE,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,CAMPO NATURAL,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,DESCANSO,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,MONTE,RIVARA S.A.,LA ADELINA
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,10 DE junio
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,MAMA CAROLINA
BUENOS AIRES,bolivar,AGRICULTURA,SOJA,RIVARA S.A.,LA LUISA
BUENOS AIRES,orense,GANADERIA,VACAS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,orense,GANADERIA,NOVILLOS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,orense,GANADERIA,VAQUILLONAS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,orense,GANADERIA,TOROS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,orense,GANADERIA,TERNEROS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,orense,GANADERIA,TERNERAS,RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,RADICHETA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,RUCULA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ALBAHACA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,MENTA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,CILANTRO,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,SALVIA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,TOMILLO,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,TOMATE,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,INCULTO,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ROMERO,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ALFALFA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ALCAUCIL,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,ESTRAGON,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,PEREJIL,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,exaltacion de la cruz,FRUTICULTURA/HORTICULTURA,CEBOLLA,ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO
BUENOS AIRES,carmen de patagones,AGRICULTURA,TRIGO,"ROSSI, PILADE QUINTO",EL CHAPARRAL
BUENOS AIRES,carmen de patagones,AGRICULTURA,TRIGO,"ROSSI, PILADE QUINTO",LA ALCANCIA
BUENOS AIRES,esteban echeverria,HORTICULTURA,HORTALIZAS,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,esteban echeverria,HORTICULTURA,ARROZ,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,olavarria,AGRICULTURA,SOJA,SOYAPAMPA S.A.,EL REZONGO
BUENOS AIRES,azul,AGRICULTURA,CEREALES,SOYAPAMPA SA,VIMANEMAR
BUENOS AIRES,azul,AGRICULTURA,CEREALES,SOYAPAMPA SA,LAS MARIAS
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,SOYAPAMPA SA,LA PICASA
BUENOS AIRES,las flores,AGRICULTURA,CEREALES,SOYAPAMPA SA,EL CARDALITO
BUENOS AIRES,rauch,AGRICULTURA,CEREALES,SOYAPAMPA SA,BUENA ESPERANZA
BUENOS AIRES,tandil,GANADERIA,VACAS,TANDIL VACARA SRL,SAN MIGUEL
BUENOS AIRES,tandil,GANADERIA,VAQUILLONAS,TANDIL VACARA SRL,SAN MIGUEL
BUENOS AIRES,tandil,GANADERIA,TOROS,TANDIL VACARA SRL,SAN MIGUEL
BUENOS AIRES,tandil,GANADERIA,TERNEROS,TANDIL VACARA SRL,SAN MIGUEL
BUENOS AIRES,tandil,GANADERIA,TERNERAS,TANDIL VACARA SRL,SAN MIGUEL
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,MORA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,INCULTO,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,ARANDANO,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,FRAMBUESA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,PERA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,MANDARINA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,NARANJA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,LIMON,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,NUEZ PECAN,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,HIGOS,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,DURAZNO,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,san pedro,FRUTICULTURA/HORTICULTURA,CIRUELA,TENAX S.A.,FINCA DON PEDRO
BUENOS AIRES,la plata,HORTICULTURA,HORTICULTURA: (RAIZ,TESTONI VICTOR,ARCOS DEL INTI - PRODUCTOR
BUENOS AIRES,la plata,HORTICULTURA,HOJAS,TESTONI VICTOR,ARCOS DEL INTI - PRODUCTOR
BUENOS AIRES,la plata,HORTICULTURA,FRUTOS),TESTONI VICTOR,ARCOS DEL INTI - PRODUCTOR
BUENOS AIRES,la plata,HORTICULTURA,PEPITA,TESTONI VICTOR,ARCOS DEL INTI - PRODUCTOR
BUENOS AIRES,la plata,HORTICULTURA,CITRICOS).,TESTONI VICTOR,ARCOS DEL INTI - PRODUCTOR
BUENOS AIRES,carmen de patagones,AGRICULTURA,CEREALES,"VEXENAT PABLO C., FONTENLA DIEGO A.(AGROINDECO SRL) Y GIACHETTI WALTER",PURO CAMPO
BUENOS AIRES,perez millan,AGRICULTURA,MAIZ,VIRTUD SA,EL CICLON LOTE 1
BUENOS AIRES,perez millan,AGRICULTURA,SOJA,VIRTUD SA,EL CICLON LOTE 1
BUENOS AIRES,perez millan,AGRICULTURA,GIRASOL,VIRTUD SA,EL CICLON LOTE 1
CATAMARCA,tinogasta,FRUTICULTURA/HORTICULTURA,UVA,BUSTAMANTE LUIS,FINCAS DON ROGELIO
CATAMARCA,tinogasta,FRUTICULTURA/HORTICULTURA,INCULTO,BUSTAMANTE LUIS,FINCAS DON ROGELIO
CATAMARCA,tinogasta,FRUTICULTURA/HORTICULTURA,PASAS DE UVA,BUSTAMANTE LUIS,FINCAS DON ROGELIO
CATAMARCA,poman,FRUTICULTURA,OLIVOS,FRUTOS DEL NORTE SA,FRUTOS DEL NORTE S.A.
CATAMARCA,altos de singuil,AGRICULTURA,MAIZ,LA BUENA VIDA S.R.L.,RIO SINGUIL
CATAMARCA,altos de singuil,AGRICULTURA,POROTO,LA BUENA VIDA S.R.L.,RIO SINGUIL
CATAMARCA,altos de singuil,AGRICULTURA,AMARANTO,LA BUENA VIDA S.R.L.,RIO SINGUIL
CATAMARCA,el barrialito,AGRICULTURA,MAIZ,LA BUENA VIDA S.R.L.,DON MIGUEL
CATAMARCA,el barrialito,AGRICULTURA,GARBANZO,LA BUENA VIDA S.R.L.,DON MIGUEL
CATAMARCA,el barrialito,AGRICULTURA,POROTO,LA BUENA VIDA S.R.L.,DON MIGUEL
CATAMARCA,tinogasta,FRUTICULTURA,OLIVOS,LA LUNA DE CATAMARCA SA,GRUPO AO
CATAMARCA,bañado de ovanta,AGRICULTURA,CHIA (SALVIA HISPANICA L.),LA OVEJERIA CONSTRUCCIONES S.R.L.,EL BAÑADO
CATAMARCA,tinogasta,FRUTICULTURA,VID,"LONGO, PASCUAL",PASCUAL LONGO
CATAMARCA,poman,FRUTICULTURA,OLIVOS,OLIVARES DE POMAN SA,COMPLEJO OLIVICOLA SAN JOSE
CATAMARCA,valle viejo,AGRICULTURA,GERANIO,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO (CAMPO)
CATAMARCA,valle viejo,AGRICULTURA,PASTO LIMON,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO (CAMPO)
CATAMARCA,valle viejo,AGRICULTURA,OREGANO,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO (CAMPO)
CORDOBA,rio primero,AGRICULTURA,CEREALES,AGRO PROFESIONAL SA,LOSITA
CORDOBA,rio primero,AGRICULTURA,OLEAGINOSAS,AGRO PROFESIONAL SA,LOSITA
CORDOBA,rio primero,AGRICULTURA,GARBANZO,CONOSUR FOODS ARGENTINA SRL,ROBLEDO
CORDOBA,rio primero,AGRICULTURA,GIRASOL,CONOSUR FOODS ARGENTINA SRL,ROBLEDO
CORDOBA,rio primero,AGRICULTURA,MAIZ,CONOSUR FOODS ARGENTINA SRL,ROBLEDO
